,store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
1277,8775179075535049751,0,3,0,0,0,0
1278,3269942943023449689,309,2,0,1190,15,0
1279,3465633230040366608,768,0,0,731,0,0
1280,2825817670836812339,51,15,0,8,15,0
1281,8242750384886943291,233,2,0,1266,15,0
1282,1389947929028395698,0,0,0,0,0,0
1283,4110711427141755746,775,0,0,724,17,0
1284,8028409442324849383,1415,2,0,84,15,0
1285,6250709951432398414,53,3,0,6,3,0
1286,298215208449301787,49,4,0,10,3,0
1287,7478499051019290305,49,20,0,10,10,0
1288,8021199754209033153,1375,0,0,124,7,0
1289,5856207430251169662,57,3,0,2,3,0
1290,619131443606580972,1367,0,0,132,7,0
1291,6368252169950689489,0,22,0,0,3,0
1292,151841899671632191,771,1,0,728,16,0
1293,586539305786722500,775,1,0,724,16,0
1294,6721107047378509248,775,1,0,724,16,0
1295,3891633739237018161,775,1,0,724,16,0
1296,3715642935235849877,1435,0,0,64,6,0
1297,6384248135781430554,1428,2,0,71,15,0
1298,1995511881983092139,43,3,0,0,3,0
1299,2008206457875066270,50,0,0,9,6,0
1300,759601765366096871,237,2,0,1262,15,0
1301,6344854658537020671,966,11,0,533,6,0
1302,3432509842523250130,50,5,0,9,1,0
1303,1355892312080130128,613,11,0,886,6,0
1304,3016091460815975321,640,0,0,859,17,0
1305,6763125841776527048,1296,5,0,203,3,0
1306,2123566102392568398,293,2,0,1206,15,0
1307,4904865724346814072,548,20,0,951,15,0
1308,3039655988289653719,768,1,0,731,16,0
1309,5795671895020956831,0,19,0,0,6,0
1310,1694074305867984076,570,8,0,929,0,0
1311,856719627986319071,1347,7,0,152,0,0
1312,7856790887170224214,308,2,0,1191,15,0
1313,3816848420034333538,1428,1,0,71,6,0
1314,1517232373106574528,1430,0,0,69,6,0
1315,3712926783419347029,51,1,0,8,6,0
1316,6941680746321578972,1433,0,0,66,6,0
1317,5820676031104153411,34,1,0,25,5,0
1318,2547992708873404100,0,17,0,0,6,0
1319,5458199175049287402,586,11,0,913,6,0
1320,6998855253550228677,579,8,0,920,0,0
1321,2381053929409436826,775,0,0,724,17,0
1322,9133128872503252875,1430,0,0,69,6,0
1323,1113317606098222174,60,17,0,0,0,0
1324,5896856080346444123,1438,0,0,61,6,0
1325,6572750966483197283,768,1,0,731,16,0
1326,3908679685571177787,770,0,0,729,6,0
1327,8858630212429552295,641,11,0,858,6,0
1328,9150091768716543323,775,0,0,724,17,0
1329,5759984956833975469,1375,0,0,124,7,0
1330,2162134002810778274,1131,0,0,368,11,0
1331,4227239637430929061,43,3,0,0,3,0
1332,4127105604797317363,501,11,0,998,6,0
1333,755505858787614696,1430,0,0,69,6,0
1334,2044998118361987443,1110,3,0,389,6,0
1335,2930875376885155428,896,4,0,603,6,0
1336,4015654224615399823,562,20,0,937,15,0
1337,705646462036142816,1435,0,0,64,6,0
1338,3256083352226676361,0,0,0,0,1,0
1339,5068311308013712012,0,1,0,0,1,0
1340,7767453872961789940,1375,0,0,124,7,0
1341,1462383639902863464,775,1,0,724,16,0
1342,2994022963734577033,0,0,0,0,1,0
1343,4266586913934195225,328,2,0,1171,15,0
1344,2273729559629689205,1431,1,0,68,6,0
1345,873673800041401959,1314,0,0,185,8,0
1346,247090130107873031,776,0,0,723,0,0
1347,871696124274661954,51,1,0,8,6,0
1348,8336744814516803108,773,0,0,726,6,0
1349,4536375727700249996,1130,0,0,369,11,0
1350,1886094822273762805,1437,16,0,62,15,0
1351,2706499680141579869,316,2,0,1183,15,0
1352,8726180759127473795,1416,1,0,83,6,0
1353,8950986559297867242,1421,16,0,78,15,0
1354,5670526858901086083,57,3,0,2,3,0
1355,811919176723517720,57,4,0,2,2,0
1356,2594173285337178606,56,5,0,3,1,0
1357,4434978090183605049,1427,1,0,72,6,0
1358,6833038653322117888,48,16,0,11,15,0
1359,2290582861195917029,1428,0,0,71,6,0
1360,263527344476124274,499,2,0,1000,15,0
1361,5879110080685321729,778,0,0,721,17,0
1362,6289246475327161600,0,0,0,0,2,0
1363,5509212291139912630,1423,6,0,76,1,0
1364,447762645128411304,325,18,0,1174,23,0
1365,3457392698987083660,1435,0,0,64,6,0
1366,9153472472329657638,47,3,0,12,3,0
1367,3611582295813924315,56,15,0,3,15,0
1368,6810152570415721455,1193,0,0,306,6,0
1369,3956998170701080399,1415,16,0,84,15,0
1370,7602854667803633986,477,11,0,1022,6,0
1371,2258111763364276424,1372,0,0,127,7,0
1372,6914543985318280950,58,2,0,1,15,0
1373,2575199723503992910,1379,0,0,120,7,0
1374,3065043782772945562,312,2,0,1187,15,0
1375,6681641672448643769,775,1,0,724,16,0
1376,5737392147807394026,53,5,0,6,1,0
1377,1428413118182590770,55,20,0,4,10,0
1378,1834697006544709034,1430,0,0,69,6,0
1379,6572691417276092419,1299,6,0,200,0,0
1380,5842339469919498093,773,0,0,726,17,0
1381,8063099224942407520,47,16,0,12,15,0
1382,2005674103669197410,58,20,0,1,10,0
1383,1280895621280357418,55,3,0,4,3,0
1384,8100204669004416300,1431,0,0,68,6,0
1385,1657068354749574999,769,0,0,730,17,0
1386,6446340465821354679,234,2,0,1265,15,0
1387,7711547212112709252,1432,1,0,67,6,0
1388,5225537473802697968,53,1,0,6,6,0
1389,8184541060973816044,232,2,0,1267,15,0
1390,5699121857246910449,0,0,0,0,1,0
1391,4349950795007580892,1415,1,0,84,6,0
1392,8049280625203009775,48,0,0,11,6,0
1393,5326692589277424912,57,0,0,2,0,0
1394,732059470813496273,775,1,0,724,16,0
1395,2423943992167867605,52,20,0,7,10,0
1396,3199893599627465052,760,11,0,739,0,0
1397,7071199965586852400,605,11,0,894,6,0
1398,4090983686278922261,775,1,0,724,16,0
1399,8101855577400468231,1430,0,0,69,6,0
1400,2934949347001498307,315,2,0,1184,15,0
1401,2088244420953704754,48,0,0,11,6,0
1402,7033165611979416251,50,20,0,9,10,0
1403,2139547710804371134,1431,5,0,68,3,0
1404,5543374504310665529,1372,0,0,127,7,0
1405,3196388226108233073,860,2,0,639,15,0
1406,7424942221091619565,1374,0,0,125,7,0
1407,7000990758405822461,309,2,0,1190,15,0
1408,3958504370770368511,49,3,0,10,3,0
1409,4885625923193538281,701,10,0,798,7,0
1410,5935158312950980626,960,11,0,539,6,0
1411,4261229539399143667,1419,1,0,80,6,0
1412,4544186006394581748,1435,0,0,64,6,0
1413,7164112860831997739,1433,0,0,66,6,0
1414,1312024387053793548,772,0,0,727,17,0
1415,2093785541953693714,0,19,0,0,6,0
1416,5613997515443536260,0,22,0,0,3,0
1417,8003768751519789143,1314,0,0,185,8,0
1418,7832216227316686083,775,0,0,724,17,0
1419,6309257991070235349,0,0,0,0,2,0
1420,4733661221408916791,1191,0,0,308,8,0
1421,8780024185399572338,1433,0,0,66,6,0
1422,8339624504086875822,1435,5,0,64,3,0
1423,7329999789647416792,1377,0,0,122,7,0
1424,9190242697788825452,1018,9,0,481,1,0
1425,864431652083407397,768,1,0,731,16,0
1426,4391872422244247128,775,1,0,724,16,0
1427,5390954985241596011,365,2,0,1134,15,0
1428,5449809553492927759,767,11,0,732,0,0
1429,6340073367066583180,311,2,0,1188,15,0
1430,6592609963459366848,0,0,0,0,0,0
1431,6252476787770945613,307,2,0,1192,15,0
1432,676507087248283649,4,0,0,8,5,0
1433,8515809781167862488,52,6,0,7,1,0
1434,1994996095849096915,1368,0,0,131,7,0
1435,3197675147181791575,312,6,0,1187,11,0
1436,2456109151254511524,1317,6,0,182,0,0
1437,2445269677627156869,1433,6,0,66,1,0
1438,542747566724720875,0,0,0,0,2,0
1439,7369529658416201360,364,2,0,1135,15,0
1440,6287378304654076893,0,0,0,0,2,0
1441,5679404731506960928,55,3,0,4,3,0
1442,7895892371378217901,47,3,0,12,3,0
1443,2911791788846622304,1301,8,0,198,1,0
1444,6103400722605449439,873,10,0,626,0,0
1445,1809412484919932951,52,3,0,7,3,0
1446,7957467095168145239,865,7,0,634,0,0
1447,2093253001538706725,1373,0,0,126,7,0
1448,6474758764658020840,0,0,0,0,0,0
1449,535349685582365965,1430,16,0,69,15,0
1450,6979445589997825512,51,3,0,8,3,0
1451,2543166394195558282,1418,1,0,81,6,0
1452,2988224721108930984,618,10,0,881,7,0
1453,7302373880548361329,235,2,0,1264,15,0
1454,2927341459859454630,1430,16,0,69,15,0
1455,4136120523067181734,331,2,0,1168,15,0
1456,7892877416406478401,772,0,0,727,17,0
1457,2800262726601661714,565,8,0,934,0,0
1458,5080480145098327060,1430,0,0,69,6,0
1459,171819201025808799,53,16,0,6,15,0
1460,5080221580337934575,371,2,0,1128,15,0
1461,5256836027167202551,57,20,0,2,6,0
1462,1363166507682123182,1434,0,0,65,6,0
1463,3555361785112614182,0,0,0,0,0,0
1464,7840525054690447810,48,3,0,11,3,0
1465,8582314793427749848,13,2,0,0,3,0
1466,6405099336794210520,775,1,0,724,16,0
1467,4955022718301158351,1434,0,0,65,6,0
1468,2230549546472382567,0,16,0,0,10,0
1469,6938106910585917450,0,19,0,0,6,0
1470,4037711673637465855,1298,6,0,201,0,0
1471,1835202360182481346,1376,0,0,123,7,0
1472,2778791959950038080,1294,6,0,205,0,0
1473,1278461692341555618,54,3,0,5,3,0
1474,7422816402006494705,506,11,0,993,6,0
1475,3588337980198945708,2,0,0,11,1,0
1476,8709334767266391542,13,2,0,0,3,0
1477,3921423675619845230,53,4,0,6,2,0
1478,6098179750099376245,43,20,0,0,10,0
1479,7957957650008068907,0,2,0,0,15,0
1480,6155383995939773335,767,1,0,732,16,0
1481,6909949213476034361,56,3,0,3,3,0
1482,1710069523770191433,1432,0,0,67,6,0
1483,6506377118731161525,306,2,0,1193,15,0
1484,6605212453505276838,53,3,0,6,3,0
1485,658548288761565288,53,3,0,6,3,0
1486,5210049695501532671,51,1,0,8,6,0
1487,8076429304293317296,1438,0,0,61,6,0
1488,28729668599803486,870,4,0,629,6,0
1489,2454029148522845822,55,7,0,4,0,0
1490,7244359871284464722,55,3,0,4,3,0
1491,2130599665961645995,1432,6,0,67,1,0
1492,3390537997411188482,1428,1,0,71,6,0
1493,267404321924500393,565,11,0,934,6,0
1494,7359316090119129836,1359,1,0,140,6,0
1495,2252322210208570442,1371,0,0,128,7,0
1496,5333639956568317773,1425,16,0,74,15,0
1497,452391049918232490,771,1,0,728,16,0
1498,8146565851323274418,0,20,0,0,6,0
1499,8696915118823971670,776,0,0,723,17,0
1500,6417178618384415725,0,17,0,0,10,0
1501,637127477775232375,1429,2,0,70,15,0
1502,4641198803096110975,53,4,0,6,3,0
1503,4274853886622362009,587,11,0,912,6,0
1504,7531416287306780570,1435,0,0,64,6,0
1505,3445787600397040271,1133,0,0,366,11,0
1506,9074593440244938522,47,3,0,12,3,0
1507,7145644558278364540,1348,1,0,151,6,0
1508,8440288822899677247,50,5,0,9,1,0
1509,7476799844454560478,1375,0,0,124,7,0
1510,8963976788055082960,0,3,0,0,0,0
1511,3833419514885917360,768,0,0,731,17,0
1512,6043319529281350831,50,3,0,9,3,0
1513,6344217321429902827,773,0,0,726,17,0
1514,3528343852790842826,671,11,0,828,6,0
1515,245857556228995031,1431,20,0,68,21,0
1516,6367527142356968655,55,3,0,4,3,0
1517,6611611742761405755,1428,0,0,71,6,0
1518,6659619482289126204,48,0,0,11,6,0
1519,6339172938984470603,775,1,0,724,16,0
1520,3134875978583147463,0,0,0,0,0,0
1521,4858892462574028473,1432,1,0,67,6,0
1522,6462216422834030371,341,2,0,1158,15,0
1523,2993668851137155800,0,3,0,0,0,0
1524,7387908251190896571,339,2,0,1160,15,0
1525,5862427699172610258,868,4,0,631,6,0
1526,1617212284455386506,363,2,0,1136,15,0
1527,2370616473453925929,1415,1,0,84,6,0
1528,4046561655914112533,886,10,0,613,0,0
1529,6893698645586753370,322,2,0,1177,15,0
1530,8913578703139896605,43,3,0,0,3,0
1531,2103533453289991255,1436,4,0,63,3,0
1532,8437758182726127596,308,2,0,1191,15,0
1533,3394966524821445547,564,11,0,935,6,0
1534,6890816814711015861,1422,16,0,77,15,0
1535,2406070911662488388,1429,0,0,70,6,0
1536,8711309925947621730,308,2,0,1191,15,0
1537,4994161820476032925,0,0,0,0,0,0
1538,3808770199942400387,880,4,0,619,6,0
1539,4961791508590082161,626,10,0,873,7,0
1540,6435066211261359684,568,11,0,931,6,0
1541,1178964235062641776,47,5,0,12,1,0
1542,229647184903513856,646,11,0,853,6,0
1543,3436949144990419524,47,3,0,12,3,0
1544,6925534251064540907,56,20,0,3,10,0
1545,7181144904544260692,1432,0,0,67,6,0
1546,4521472232575735964,334,7,0,1165,1,0
1547,5683982283609387482,770,1,0,729,16,0
1548,7726990107824789399,599,11,0,900,6,0
1549,7384625213120901413,1438,0,0,61,6,0
1550,5377381950395898267,34,0,0,9,5,0
1551,4683675581178408550,55,5,0,4,1,0
1552,6818937948934561959,1317,5,0,182,3,0
1553,6260904301470786235,1438,0,0,61,6,0
1554,5850727318571781541,771,1,0,728,16,0
1555,6750108882353399316,1370,1,0,129,6,0
1556,7270426920742764473,28,11,0,31,6,0
1557,8911685494020612523,50,20,0,9,10,0
1558,918312552680666127,1340,1,0,159,6,0
1559,2217132500365894790,0,0,0,0,0,0
1560,4259094555600252883,1433,7,0,66,0,0
1561,6941024492615764114,352,0,0,1147,6,0
1562,7233205756400294189,1434,6,0,65,0,0
1563,739597597392782948,315,2,0,1184,15,0
1564,1036522294471450615,0,0,0,0,0,0
1565,4380761740069916879,50,2,0,9,15,0
1566,5064210649275648312,768,1,0,731,16,0
1567,1868529600079353732,1125,6,0,374,0,0
1568,2326355314033164823,548,8,0,951,0,0
1569,2607675503703412899,771,0,0,728,17,0
1570,5907584646518708736,0,3,0,0,0,0
1571,567480884816909557,51,3,0,8,3,0
1572,5852289247071517351,1439,0,0,60,6,0
1573,2856760573082275493,760,7,0,739,10,0
1574,7582298718047979573,55,3,0,4,3,0
1575,1490581134855292474,1136,0,0,363,9,0
1576,822111548816704100,1259,0,0,240,9,0
1577,8363926518510945331,1371,0,0,128,7,0
1578,5384075252216767747,556,8,0,943,0,0
1579,3998797152041722629,776,0,0,723,0,0
1580,4309781359498384566,1372,0,0,127,7,0
1581,7890986783351607686,775,1,0,724,16,0
1582,3792652010279464282,774,0,0,725,0,0
1583,6588580635425478260,0,0,0,12,5,0
1584,7510944482437182123,1429,16,0,70,15,0
1585,5512997781909914626,1379,0,0,120,7,0
1586,4921552949314388712,53,1,0,6,5,0
1587,3077272047056269687,1439,0,0,60,6,0
1588,2580432868353891756,51,3,0,8,3,0
1589,8396227744136628622,52,15,0,7,15,0
1590,3235674774215418597,1436,0,0,63,6,0
1591,4194569825852828462,1376,7,0,123,1,0
1592,2919613102776629805,890,9,0,609,1,0
1593,8014143615564656818,34,0,0,8,5,0
1594,7583660324232359666,57,0,0,2,6,0
1595,4694308047730854595,0,0,0,0,17,0
1596,6380040368626631959,1432,1,0,67,6,0
1597,6606181794225962362,1426,16,0,73,15,0
1598,2840903692608259286,13,2,0,0,3,0
1599,6543840320944461775,778,0,0,721,17,0
1600,5699540654486881559,54,2,0,5,15,0
1601,4986119647714434512,43,3,0,0,3,0
1602,918708781608731115,641,10,0,858,7,0
1603,2414850804157403681,835,23,0,664,18,0
1604,3554956826880089731,54,5,0,5,1,0
1605,6237633587509522874,0,3,0,0,0,0
1606,4487250929451640889,50,4,0,9,2,0
1607,3472895491238798345,1430,0,0,69,6,0
1608,6424995853187483894,11,0,0,1,1,0
1609,8210878269114359578,57,3,0,2,3,0
1610,1722623926883381323,357,2,0,1142,15,0
1611,6560121894052731327,1252,0,0,247,9,0
1612,8438283892380135541,1433,0,0,66,6,0
1613,803660137715457430,57,0,0,2,0,0
1614,2149872737222346299,1426,1,0,73,6,0
1615,2719924621885007406,0,1,0,59,6,0
1616,3188318734323379036,58,0,0,1,6,0
1617,6911306945187502945,0,20,0,0,6,0
1618,957722873085710195,1438,0,0,61,6,0
1619,8387725454496056874,51,3,0,8,3,0
1620,2841406270177587337,232,2,0,1267,15,0
1621,3888007833848400666,775,1,0,724,16,0
1622,6935878200264996519,55,2,0,4,15,0
1623,6320659195265613609,774,0,0,725,17,0
1624,505655202684150689,1437,0,0,62,6,0
1625,1937069836469781385,862,9,0,637,1,0
1626,5384723335742583304,1375,0,0,124,7,0
1627,5853179402261622109,1359,1,0,140,6,0
1628,8657506400938761672,0,0,0,0,1,0
1629,5739710855294806901,307,2,0,1192,15,0
1630,2440416824132892491,605,11,0,894,6,0
1631,476989989982947816,368,2,0,1131,15,0
1632,5793412675925520207,893,4,0,606,6,0
1633,4608200526946590881,1438,4,0,61,2,0
1634,126240136410779229,743,1,0,756,16,0
1635,5075622005126037156,1435,7,0,64,0,0
1636,5850164582268706840,0,1,0,0,1,0
1637,6994872969501339844,48,0,0,11,6,0
1638,3788349928183736631,0,23,0,0,3,0
1639,8615321932013783079,58,4,0,1,2,0
1640,8177295030995911464,1306,6,0,193,0,0
1641,2502016972363420524,51,0,0,8,6,0
1642,4282260614519088792,311,22,0,1188,19,0
1643,5629428951417969084,57,4,0,2,3,0
1644,9006623810946052447,43,3,0,0,3,0
1645,2721498297859747125,768,1,0,731,16,0
1646,6991186017041737190,1312,0,0,187,8,0
1647,935473117845137296,52,6,0,7,1,0
1648,3908898623672223508,1428,6,0,71,1,0
1649,3672962183126915097,1419,4,0,80,3,0
1650,6820464319592535639,1417,4,0,82,3,0
1651,6366840516526120217,1418,4,0,81,3,0
1652,1935227182459261880,1310,0,0,189,8,0
1653,3610378732574761303,1428,4,0,71,3,0
1654,6502997731604744599,54,6,0,5,0,0
1655,7790864306116399627,533,10,0,966,1,0
1656,3376119744054624195,560,10,0,939,1,0
1657,1651926743556396112,538,10,0,961,1,0
1658,2226457096413969116,1416,6,0,83,0,0
1659,3109295508046684859,58,6,0,1,1,0
1660,4099354590371662660,1377,0,0,122,7,0
1661,3595329957916124075,561,10,0,938,1,0
1662,1821311607480479403,1437,21,0,62,10,0
1663,5362023170262589699,1436,6,0,63,1,0
1664,8375624921648395429,1422,1,0,77,6,0
1665,6524973376058199155,540,10,0,959,1,0
1666,9166726893296106950,1420,1,0,79,6,0
1667,8649491342412854358,1412,4,0,87,3,0
1668,462436365016668786,47,6,0,12,1,0
1669,1585657235768639585,55,6,0,4,0,0
1670,826572836529302826,1418,21,0,81,10,0
1671,8161445465915386510,1427,6,0,72,1,0
1672,9170766298242897196,47,6,0,12,1,0
1673,638971131575214184,1433,4,0,66,3,0
1674,3197204268652919731,1320,0,0,179,8,0
1675,4498847426248499439,1417,1,0,82,6,0
1676,7153190510917703608,1434,0,0,65,6,0
1677,8040224302022319290,1312,0,0,187,8,0
1678,6438972613142880242,1416,4,0,83,3,0
1679,1693056377707002434,1437,6,0,62,0,0
1680,2905053539790021788,1416,6,0,83,1,0
1681,6686452977783430441,1425,1,0,74,6,0
1682,4494650145393945957,1315,0,0,184,8,0
1683,4964812617424021612,885,6,0,614,0,0
1684,2305481379384358128,1435,7,0,64,0,0
1685,5083970624789012814,1259,0,0,240,8,0
1686,3306485475920916100,1315,0,0,184,8,0
1687,3040468237874509069,1259,0,0,240,8,0
1688,5464331636223299954,1430,7,0,69,0,0
1689,3463402876865465996,1424,4,0,75,3,0
1690,8024040556936961492,1437,6,0,62,1,0
1691,5940668942962056284,532,10,0,967,1,0
1692,6223201925302968863,1415,4,0,84,3,0
1693,7361482816753954415,55,6,0,4,0,0
1694,7239022952016205864,889,10,0,610,1,0
1695,6656325549152348391,558,10,0,941,1,0
1696,881974164067848799,1425,7,0,74,0,0
1697,7555752115160416405,1431,6,0,68,1,0
1698,233202058964258241,55,6,0,4,0,0
1699,630292852266253805,1417,21,0,82,10,0
1700,5192968077543073792,578,10,0,921,1,0
1701,8024554890756246369,1435,6,0,64,1,0
1702,7507608410715690934,1319,0,0,180,8,0
1703,6707057414726326798,1439,6,0,60,0,0
1704,5645142350769687198,553,10,0,946,1,0
1705,1314410509198141298,52,6,0,7,1,0
1706,3077507910857614836,1435,6,0,64,1,0
1707,4350153076951252361,1429,6,0,70,1,0
1708,3120847115210945766,57,5,0,2,1,0
1709,7057351888911608561,982,19,0,517,21,0
1710,1539561789446484556,0,0,0,12,5,0
1711,2468206559272458107,3,0,0,10,5,0
1712,7152498101137474878,980,19,0,519,21,0
1713,2534047405299663210,13,2,0,0,3,0
1714,6182221449343495167,11,0,0,2,5,0
1715,1887195649833711938,866,11,0,633,0,0
1716,2627949047200693648,50,20,0,9,10,0
1717,4363173458055484635,1014,19,0,485,21,0
1718,3908933766748477130,52,20,0,7,10,0
1719,4346085466610878198,50,20,0,9,10,0
1720,2073887815738227494,49,20,0,10,10,0
1721,208974981066050916,828,0,0,671,16,0
1722,3716015943975970095,1104,7,0,395,0,0
1723,1743799994211835904,13,8,0,0,21,0
1724,405111180220825443,1414,7,0,85,0,0
1725,6878912688125997263,828,0,0,671,16,0
1726,1850322837780194054,828,0,0,671,16,0
1727,6730886844614923714,828,0,0,671,16,0
1728,1707756001128342547,1194,0,0,305,10,0
1729,1762583059596794789,1114,7,0,385,0,0
1730,5785297779221538030,0,0,0,0,0,0
1731,6672691392384860916,1138,23,0,361,10,0
1732,3457480375309860638,51,20,0,8,10,0
1733,2617341871222155295,555,10,0,944,0,0
1734,8409356622424605039,696,0,0,803,16,0
1735,4634120500252471816,60,7,0,0,0,0
1736,7684291859779392843,55,20,0,4,10,0
1737,4068672283533098669,828,0,0,671,16,0
1738,6103247837876484488,0,3,0,0,21,0
1739,7344207359819222225,827,0,0,672,16,0
1740,6695377041716322155,50,20,0,9,10,0
1741,1154866898913760480,828,0,0,671,16,0
1742,7681496257619914833,8,0,0,4,5,0
1743,4322894132402478634,52,20,0,7,10,0
1744,1909331352405887252,0,0,0,0,4,0
1745,3219722391935007367,13,19,0,0,10,0
1746,5723923838929179004,35,1,0,24,5,0
1747,2225237491800114444,4,0,0,8,5,0
1748,5021359113709321035,51,20,0,8,10,0
1749,7158185241393750303,986,19,0,513,21,0
1750,6494102341019174792,56,20,0,3,10,0
1751,8766219163128997111,828,0,0,671,16,0
1752,5167312192215444391,49,20,0,10,10,0
1753,2453167032050200600,50,3,0,9,3,0
1754,6923636798401240636,895,7,0,604,0,0
1755,2739564275596596870,53,20,0,6,10,0
1756,897815881964391782,832,0,0,667,16,0
1757,3755436495931707689,52,15,0,7,15,0
1758,3269700117288811474,866,8,0,633,0,0
1759,7032069062934612950,905,19,0,594,21,0
1760,6054731298417390431,872,7,0,627,0,0
1761,7989252183785528262,0,14,0,0,15,0
1762,2260725862267686697,43,19,0,0,10,0
1763,2712896568790981573,56,20,0,3,10,0
1764,6614995784987665414,59,20,0,0,10,0
1765,1635143866632203146,1134,23,0,365,10,0
1766,9148401543054248385,0,0,0,0,4,0
1767,8466230861763429486,828,0,0,671,16,0
1768,2162527635477153553,0,0,0,0,4,0
1769,1913412882755451355,0,0,0,0,4,0
1770,5488247777092908961,0,0,0,0,4,0
1771,1136601185047604763,51,20,0,8,10,0
1772,3487824878329836237,0,8,0,0,21,0
1773,7716893232821699046,827,0,0,672,16,0
1774,967243366292148356,0,13,0,0,15,0
1775,8873321417427381175,54,23,0,5,7,0
1776,3819098133881388999,828,0,0,671,16,0
1777,8143179622953984667,13,7,0,0,22,0
1778,1817564475507580783,828,0,0,671,16,0
1779,7641174548841299939,7,0,0,5,5,0
1780,9007946568778509584,828,0,0,671,16,0
1781,3749048312267231298,1119,8,0,380,0,0
1782,4447045313810343685,828,0,0,671,16,0
1783,1730838565275302147,0,0,0,0,4,0
1784,6984232154663999574,8,0,0,4,5,0
1785,9203802216230331053,51,20,0,8,10,0
1786,3009081779233633789,59,20,0,0,10,0
1787,387220392248313355,13,19,0,0,10,0
1788,8624639460772986131,8,0,0,5,5,0
1789,117337394419525839,0,0,0,0,4,0
1790,613649903511143917,1369,1,0,130,5,0
1791,5205333720327349593,1002,0,0,497,10,0
1792,2948021050179464414,828,0,0,671,16,0
1793,6528136910022483077,13,14,0,0,15,0
1794,8479469354011758083,47,20,0,12,10,0
1795,4584417124348414214,1017,19,0,482,21,0
1796,7536503276896413286,52,20,0,7,10,0
1797,2790500572444856504,828,0,0,671,16,0
1798,3785759099600229770,0,14,0,0,15,0
1799,451128482773222079,949,19,0,550,21,0
1800,1268381018655826714,828,0,0,671,16,0
1801,3850295072721166835,13,8,0,0,21,0
1802,2710729824005341176,1199,0,0,300,10,0
1803,1067538211658205745,0,0,0,0,4,0
1804,2385339653686755314,1195,0,0,304,10,0
1805,1771730855623921617,1000,0,0,499,10,0
1806,648653341414948802,53,15,0,6,15,0
1807,3593307308101839091,0,0,0,0,4,0
1808,5763852753260532221,52,20,0,7,10,0
1809,3112098270997060146,0,7,0,0,22,0
1810,8567357056104766237,1014,19,0,485,21,0
1811,7722398233697060141,51,20,0,8,10,0
1812,2155430267808979977,51,20,0,8,10,0
1813,1510703644379337776,0,0,0,0,4,0
1814,5437121622598350309,571,10,0,928,0,0
1815,4059615984705062693,0,0,0,0,4,0
1816,5301149089444945306,0,0,0,0,0,0
1817,6393522539354715449,56,20,0,3,10,0
1818,3370535882803737006,13,19,0,0,10,0
1819,8523052011079777897,384,22,0,1115,18,0
1820,7082918897161859771,6,0,0,6,5,0
1821,1550203968025891397,898,7,0,601,0,0
1822,1545419770545519833,13,23,0,0,6,0
1823,6221578315584213134,49,20,0,10,10,0
1824,9054956925766687428,55,0,0,4,6,0
1825,6696664413840469906,1433,0,0,66,6,0
1826,2867655162727640047,0,0,0,0,4,0
1827,4658620238784617504,58,20,0,1,10,0
1828,6036438440024827075,864,7,0,635,0,0
1829,328570290881190736,0,0,0,0,4,0
1830,1659280184426945690,13,19,0,0,10,0
1831,7516339311818737482,0,8,0,0,21,0
1832,2798686191638942721,13,8,0,0,21,0
1833,4843159371714888461,828,0,0,671,16,0
1834,3859635455855017768,836,0,0,663,16,0
1835,1318863315097217975,58,20,0,1,10,0
1836,2378470629235571118,13,14,0,0,15,0
1837,9081565435713941534,13,8,0,0,21,0
1838,8008907219319216554,55,20,0,4,10,0
1839,4123236160347608797,51,20,0,8,10,0
1840,8949392987532344065,0,7,0,0,21,0
1841,6224946892420269998,13,8,0,0,21,0
1842,993361237320865016,860,0,0,639,10,0
1843,7910251431270258778,8,0,0,5,5,0
1844,7397753625127316040,827,0,0,672,16,0
1845,8473273091654403087,13,8,0,0,21,0
1846,4901729686038846379,56,20,0,3,10,0
1847,1223071685360669337,858,13,0,641,21,0
1848,4947873648736909763,59,20,0,0,10,0
1849,2177931033964197696,0,8,0,0,21,0
1850,3395977452844720098,558,11,0,941,0,0
1851,7490410460898937023,53,20,0,6,10,0
1852,2024048471725476000,827,0,0,672,16,0
1853,4183280282683169507,4,0,0,8,5,0
1854,9172487549403461832,957,19,0,542,21,0
1855,2251661471111038113,51,0,0,8,6,0
1856,6817629641585357385,6,0,0,7,5,0
1857,1288576128502837923,51,20,0,8,10,0
1858,2390459470276275664,1436,0,0,63,6,0
1859,8465585309986747858,828,0,0,671,16,0
1860,6501100085922760616,51,20,0,8,10,0
1861,3900891470275801313,0,0,0,0,4,0
1862,2374380461254510574,983,19,0,516,21,0
1863,4337341040663027872,0,0,0,0,4,0
1864,4734326032125833324,11,0,0,1,5,0
1865,3160686064101761937,57,8,0,2,22,0
1866,5795061856826115010,51,20,0,8,10,0
1867,929942020613229295,47,0,0,12,6,0
1868,3976128239550343590,0,0,0,0,4,0
1869,5152004392006917947,52,3,0,7,3,0
1870,4619198948807278851,874,7,0,625,0,0
1871,3511707858183177226,13,19,0,0,10,0
1872,8290383827144623932,827,0,0,672,16,0
1873,1693775767424127266,0,0,0,0,4,0
1874,6115000348537960420,870,8,0,629,0,0
